propertyGuid,zoneGuid,propertyName,zoneName,address,postalCode,latitude,longitude,coveredParking,electricCharger,blockHeater,rating,reservationCount,reservedHours,spotCount
2032CBFA-67C4-4CD3-9CFA-89107926717C,4D876A67-6820-41DF-9A37-76C2B50F1542,282 Furby St.,282 Furby Street - Uncovered,"282 Furby Street, Winnipeg, MB, Canada, Winnipeg",R3C 2A9,49.88721,-97.158092,FALSE,FALSE,FALSE,3.25,1,242,2
46B6FB2B-098C-4804-A2AE-6E6E0DF4B421,D99FA3B8-81C6-4A5B-B89D-FA83AC4C055F,287 Young St. ,287 Young Street - Uncovered,"287 Young Street, Winnipeg, MB, Canada, Winnipeg",R3C 1Z1,49.888447,-97.155009,FALSE,FALSE,FALSE,0,0,0,3
908E556D-C7F6-495A-B855-EF8FDAF24993,E645B932-AF46-48F6-ADBD-88BDC2197017,297 Furby St. ,297 Furby Street - Uncovered,"297 Furby Street, Winnipeg, MB, Canada, Winnipeg",R3C 2A8,49.887295,-97.157364,FALSE,TRUE,FALSE,0,0,0,4
FC1FCA41-84A3-4E4D-AE42-CCFF8C6DB563,12797EFD-FB69-4465-AAC0-5070FD62ADE3,297 Goulet St.,297 Goulet St. - Scramble Parking,"297 Goulet Street, Winnipeg, MB, Canada, Winnipeg",R2H 3C4,49.882883,-97.114163,FALSE,FALSE,FALSE,0,6,123,13
AEDD6715-E133-41E7-A2CA-9DD189EB910D,C40B849D-BC27-45A8-9C9B-B179CDF601A4,308 Colony St.,308 Colony Street - Uncovered,"308 Colony Street, Winnipeg, MB, Canada, Winnipeg",R3C 1W6,49.889481,-97.15118,FALSE,FALSE,FALSE,2.25,2,18,1
2972D7AD-6A43-490F-B916-BAE7801DAF87,97DD6374-853B-4B2C-9279-2EE2CA273A89,318 Assiniboine Ave. ,318 Assiniboine Ave. - Uncovered,"318 Assiniboine Avenue, Winnipeg, MB, Canada, Winnipeg",R3C 0X6,49.884931,-97.137914,FALSE,TRUE,FALSE,0,0,0,12
FC2A22EE-2618-457E-BDDC-803838663925,211E0766-8866-4260-BBAE-92849B5C6B8A,324 Logan Ave.,324 Logan Ave - Surface Parking 24/7,"324 Logan Avenue, Winnipeg, MB, Canada, Winnipeg",R3A 0L5,49.903724,-97.140481,FALSE,FALSE,FALSE,5,2,188,15
AC8FDD15-D151-49A9-B2F4-A9A9826170C0,F53E5DD7-A313-4251-A129-9513CFD098E5,324 Young St.,324 Young Street - Uncovered ,"324 Young Street, Winnipeg, MB, Canada, Winnipeg",R3B 2S4,49.889998,-97.155289,FALSE,FALSE,FALSE,0,7,33,5
DC2D85CB-53D8-4DE6-A385-8FDEB89D4B07,48BDABF6-1561-4442-9F1D-C3AD35A95A75,339 Alexander Ave. ,339 Alexander Ave - Uncovered ,"339 Alexander Avenue, Winnipeg, MB, Canada, Winnipeg",R3A 0M7,49.90325,-97.14094,FALSE,FALSE,FALSE,0,0,0,30
FF09107E-8A7D-4480-AAA5-67BD87A175DA,B5F610EB-2030-4C5B-8CE2-9B4FEA54AA3B,339 Cumberland Ave,Evenings and Weekends - Guest Checkout,"339 Cumberland Ave, Winnipeg, MB, Canada, Winnipeg",R3B,49.89631,-97.146341,FALSE,TRUE,FALSE,5,3,7,50
FF09107E-8A7D-4480-AAA5-67BD87A175DA,C6CBF914-6C22-41F8-BF51-49C8D996FB04,339 Cumberland Ave, 339 Cumberland Avenue - Uncovered,"339 Cumberland Ave, Winnipeg, MB, Canada, Winnipeg",R3B,49.89631,-97.146341,FALSE,TRUE,FALSE,5,9,40,46
7993D315-55DC-4622-A69C-C434DD5EE55E,B4A10201-F7F7-4BB5-85AC-F3D0D35D18D2,340 Assiniboine Ave.,340 Assiniboine Ave. - Uncovered,"340 Assiniboine Avenue, Winnipeg, MB, Canada, Winnipeg",R3C 0Y1,49.884784,-97.139114,FALSE,FALSE,FALSE,0,8,86,10
E33A17E9-A7C8-4704-8FCB-94C6685D9A38,2E1A9679-F559-4ADA-9BB7-A58BD07B8A87,361 Langside St. ,361 Langside Street - Uncovered,"361 Langside Street, Winnipeg, MB, Canada, Winnipeg",R3B,49.88976,-97.156284,FALSE,FALSE,FALSE,3.25,117,458,8
34633620-07BF-45FC-8B28-46334F43D1F0,8042870D-AAB6-473B-8B07-71270B21ADEA,363 William Ave,363 William Ave - Monthly Reserved,"363 William Avenue, Winnipeg, MB, Canada, Winnipeg",R3A 0H8,49.900749,-97.144279,FALSE,TRUE,FALSE,0,0,0,95
34633620-07BF-45FC-8B28-46334F43D1F0,50E386E9-68F3-45CF-9B11-928FBC178AFF,363 William Ave,363 William Ave - Hourly/Daily,"363 William Avenue, Winnipeg, MB, Canada, Winnipeg",R3A 0H8,49.900749,-97.144279,FALSE,FALSE,FALSE,0,0,0,70
7CE21005-A948-469D-9F18-13FAFB6430E5,1BEC3C0A-B332-4A4C-AE8C-9265F62C516B,366 Young St. ,366 Young St. - Scramble Parking ,"366 Young Street, Winnipeg, MB, Canada, Winnipeg",R3B 2S4,49.891382,-97.155393,FALSE,FALSE,FALSE,2.78,152,1413,10
7CE21005-A948-469D-9F18-13FAFB6430E5,29EA37D8-D21B-4FEE-8C14-A5E3070BAEDE,366 Young St. ,366 Young St. - Assigned Stalls,"366 Young Street, Winnipeg, MB, Canada, Winnipeg",R3B 2S4,49.891382,-97.155393,FALSE,FALSE,FALSE,2.78,95,1294,10
00A473C7-4B62-4446-91BB-ABC9EFE93F63,5B646F69-07A4-4DBB-A32A-67F004531099,37 Edmonton St.,37 Edmonton Street - Uncovered,"37 Edmonton St, Winnipeg, MB, Canada, Winnipeg",R3C 1P8,49.884784,-97.142685,FALSE,FALSE,FALSE,0,0,0,5
15A4BDAC-8706-4BE0-AA93-C1F411AD5FF5,26962619-9F04-4922-BB4F-0CB4C67C8A36,39 Westbrook St. ,39 Westbrook St. - Uncovered,"39 Westbrook St, Winnipeg, MB, Canada, Winnipeg",R3C 0A1,49.894367,-97.135347,FALSE,FALSE,FALSE,0,1,5,23
DD42B1A1-F1DC-4373-9EFA-487833320A1B,4DB4A47A-F1C6-4ACC-AA41-5FCA8113AE62,40 Hargrave Street,40 Hargrave Street - Uncovered,"40 Hargrave Street, Winnipeg, MB, Canada, Winnipeg",R3C 1N1,49.885399,-97.140869,FALSE,TRUE,FALSE,5,0,0,12
E82D3101-B634-4DF3-BB6A-3EF4773938B5,16149241-9455-4A4C-A3F4-9033A1849C33,400 Tache Ave,Blue Zone - PRE-BOOK,"400 Tache Avenue, Winnipeg, MB, Canada, Winnipeg",R2H 2A6,49.884712,-97.123313,FALSE,TRUE,FALSE,2.89,1115,4471,20
E82D3101-B634-4DF3-BB6A-3EF4773938B5,B7C951A9-B7B8-41DF-AC7C-7521C2D2445E,400 Tache Ave,400 Tache Pharmacy Monthly Spots,"400 Tache Avenue, Winnipeg, MB, Canada, Winnipeg",R2H 2A6,49.884712,-97.123313,FALSE,FALSE,FALSE,2.89,8,1435,3
E82D3101-B634-4DF3-BB6A-3EF4773938B5,BF1647CB-2093-41B0-868E-48D81924C62C,400 Tache Ave,Green Zone - PARK AND PAY ,"400 Tache Avenue, Winnipeg, MB, Canada, Winnipeg",R2H 2A6,49.884712,-97.123313,FALSE,TRUE,FALSE,2.89,5231,16803,175
75AD8CFB-1560-4BE9-ABFE-C945700A2561,EB818D98-7EE9-4F4B-B768-CEB0AF6ABA43,41(B) Balmoral Street Winnipeg,41(B) Balmoral Street - Uncovered,"41 Balmoral Street, Winnipeg, MB, Canada, Winnipeg",R3C 1X3,49.882739,-97.152681,TRUE,TRUE,FALSE,1,0,0,9
75AD8CFB-1560-4BE9-ABFE-C945700A2561,FF5696CB-B7FF-4807-86A8-C0D29A5CB94E,41(B) Balmoral Street Winnipeg, 41(B) Balmoral Street - Uncovered,"41 Balmoral Street, Winnipeg, MB, Canada, Winnipeg",R3C 1X3,49.882739,-97.152681,TRUE,TRUE,FALSE,1,0,0,9
FE69E4D3-B2DE-45FF-AB8E-E9A902833F0A,3CE2B271-09CA-440C-9933-0D4ADB68EA20,424 Gertrude Ave.,424 Gertrude Avenue - Uncovered,"424 Gertrude Avenue, Winnipeg, MB, Canada, Winnipeg",R3L 0M6,49.87621,-97.14233,FALSE,FALSE,FALSE,5,48,107,8
59E55A42-6A55-4608-A5F4-3F54436F1E3B,C0053857-116C-4D2D-8EFF-AF55E73CDEC5,458 Balmoral St.,458 Balmoral St. - Covered,"458 Balmoral Street, Winnipeg, MB, Canada, Winnipeg",R3B 3K5,49.893902,-97.152794,TRUE,FALSE,FALSE,3.5,43,565,4
59E55A42-6A55-4608-A5F4-3F54436F1E3B,66D13A55-D536-4EF7-B0A9-27AEBD6B6D6C,458 Balmoral St.,458 Balmoral St. - Uncovered,"458 Balmoral Street, Winnipeg, MB, Canada, Winnipeg",R3B 3K5,49.893902,-97.152794,FALSE,FALSE,FALSE,3.5,71,394,15
1FE13F86-0925-4230-94F2-D4D527211C73,08ED5C57-21E5-4650-A456-3BD8651BDF4E,460 Portage Ave.,460 Portage Avenue - Uncovered,"460 Portage Avenue, Winnipeg, MB, Canada, Winnipeg",R3C 0E8,49.890463,-97.15135,FALSE,TRUE,FALSE,5,41,238,2
1C084CA5-E51C-4F17-8A6B-4E3D374472B5,F56FA943-B2C3-4549-B534-18BA8B38173D,462 Hargrave St. ,462 Hargrave St. - Uncovered,"462 Hargrave Street, Winnipeg, MB, Canada, Winnipeg",R3A 0X5,49.8979,-97.145547,FALSE,FALSE,FALSE,5,74,1453,14
8D709BC3-A99A-41EA-805C-B65FA984D49B,E17754C2-C695-4241-8A95-A48A7EB32025,475 Berry St,475 Berry Street - Uncovered,"475 Berry Street, Winnipeg, MB, Canada, Winnipeg",R3J 1N8,49.889621,-97.210072,FALSE,TRUE,FALSE,0,0,0,28
7F2FA95B-F828-4A15-A2FE-E74B0DE3ADEE,DA48A4B0-1279-47DA-878B-E7B8993F2162,482 Balmoral St. ,482 Balmoral St. - Scramble Parking,"482 Balmoral Street, Winnipeg, MB, Canada, Winnipeg",R3B 2P8,49.894701,-97.152447,FALSE,FALSE,FALSE,1,8,29,10
7F2FA95B-F828-4A15-A2FE-E74B0DE3ADEE,62987E0B-39A9-4F40-B880-6ACF548825A3,482 Balmoral St. ,482 Balmoral St. - Assigned Stalls,"482 Balmoral Street, Winnipeg, MB, Canada, Winnipeg",R3B 2P8,49.894701,-97.152447,FALSE,FALSE,FALSE,1,3,14,4
D734A2A4-C7EE-4843-910D-490497C2BA70,BF3D4933-BE9A-4FB1-A85C-ADEB47BABF1F,491 Stradbrook Avenue,491 Stradbrook Avenue - Uncovered,"491 Stradbrook Avenue, Winnipeg, MB, Canada, Winnipeg",R3L 0K2,49.877542,-97.145973,FALSE,TRUE,FALSE,5,0,0,19
81C71D81-71DE-41FC-9143-C8A30CBFDF06,9753F478-AF90-414F-A6A1-22BA4E892F41,50 Carlton Street,50 Carlton Street - Uncovered,"50 Carlton Street, Winnipeg, MB, Canada, Winnipeg",R3C 1N9,49.885546,-97.142404,FALSE,TRUE,FALSE,0,0,0,13
A426B266-7201-42F1-B0A0-7307E7407119,B624B3F3-7989-42DD-87F0-756107B91E76,516 Hargrave,516 Hargrave - Uncovered,"516 Hargrave Street, Winnipeg, MB, Canada, Winnipeg",R3A 0X8,49.8997,-97.144081,FALSE,FALSE,FALSE,0.5,1,4,4
A426B266-7201-42F1-B0A0-7307E7407119,0CAF9FE6-EA65-4BDF-893A-6DCCF068933F,516 Hargrave,516 Hargrave - Uncovered,"516 Hargrave Street, Winnipeg, MB, Canada, Winnipeg",R3A 0X8,49.8997,-97.144081,FALSE,FALSE,FALSE,0.5,0,0,1
D0ED36A6-5156-4FC5-B8F3-F5CA78C7D463,C49525C2-A7F1-4209-8BDD-6A18784C2337,520 William Avenue,520 William Avenue - Uncovered,"520 William Avenue, Winnipeg, MB, Canada, Winnipeg",R3A 0J8,49.902257,-97.150555,FALSE,FALSE,FALSE,3,10,290,2
FA554C9E-93D6-4213-A55E-39E66FDC5177,B5077CFF-9BAE-43FF-8004-6EC5263E6C85,532 Ellice Avenue,532 Ellice Avenue - Uncovered,"532 Ellice Ave, Winnipeg, MB R3B 1Z2, Canada, Winnipeg",R3B 1Z2,49.892479,-97.155812,FALSE,FALSE,FALSE,0,1,6,4
E7B0704F-2B0A-45BE-B1E8-205505BAB5C8,7CC10840-E754-4178-B2F5-A58879375DEC,548 Main St. ,548 Main St. - Uncovered,"548 Main St, Winnipeg, MB, Canada, Winnipeg",R3B 1C4,49.900549,-97.137952,FALSE,FALSE,FALSE,0,1,2,14
D5F784A3-34A2-4438-ACAA-E3E178F1C996,B5EC6428-CC8D-47B8-9D6C-723FB18C0788,555 Broadway,555 Broadway - Uncovered,"555 Broadway, Winnipeg, MB, Canada, Winnipeg",R3C 0W4,49.88573,-97.152443,FALSE,TRUE,FALSE,2.5,19,910,5
55C06A3C-C6F8-420F-A747-123B6C9CC2F8,78756047-5691-4A87-A674-9BD670C77E89,56 Kate St.,56 Kate Street - Uncovered,"56 Kate Street, Winnipeg, MB, Canada, Winnipeg",R3A 1J8,49.900737,-97.153992,FALSE,FALSE,FALSE,0,0,0,1
421C0480-73D4-44E2-BA72-701095FAD95D,DCBA497F-28E7-4353-990A-8755C334C10B,561 Wellington Crescent,561 Wellington Crescent - Uncovered,"561 Wellington Crescent, Winnipeg, MB, Canada, Winnipeg",R3M 0A6,49.877142,-97.161896,FALSE,FALSE,FALSE,0,0,0,6
1F3D1054-8610-4AD8-8051-6E0138C33B21,71E9C362-13C1-468F-AC80-1338C46A2634,563 William Ave. ,563 William Ave - Uncovered,"563 William Avenue, Winnipeg, MB, Canada, Winnipeg",R3A 0K1,49.903217,-97.151942,FALSE,FALSE,FALSE,0,0,0,1
2151B286-7439-478F-A0D6-464587B69047,BF0F1093-14EF-42DB-BF6C-343015B0116E,572/578 Corydon Ave,572/578 Corydon Avenue - Uncovered,"572/578 Corydon Avenue, Winnipeg, MB, Canada, Winnipeg",R3L 0P2,49.872736,-97.146664,FALSE,TRUE,FALSE,0,0,0,16
F52E2C20-60D7-4740-B0BE-D9DB5EE4AABC,8A14CCFE-0FC0-4A81-B1FD-944CC5B83702,585 William Ave.,585 William Avenue - Uncovered,"585 William Avenue, Winnipeg, MB, Canada, Winnipeg",R3A 0K1,49.903467,-97.152877,FALSE,FALSE,FALSE,2.75,5,37,5
202ADCF0-9EB1-477D-AA62-D1D6778DFEE3,5EA67107-AA24-4FA5-BF11-B3EFB8F3AD5F,590 University Crescent,590 University Crescent - Monthly,"Converge Community Church, University Crescent, Winnipeg, MB, Canada, Winnipeg",R3T 2N8,49.802747,-97.135216,FALSE,FALSE,FALSE,4.5,16,730,10
202ADCF0-9EB1-477D-AA62-D1D6778DFEE3,95F548C3-BE3C-4022-95EF-0E78B6C06948,590 University Crescent,590 University Crescent - Uncovered,"Converge Community Church, University Crescent, Winnipeg, MB, Canada, Winnipeg",R3T 2N8,49.802747,-97.135216,FALSE,FALSE,FALSE,4.5,0,0,1
202ADCF0-9EB1-477D-AA62-D1D6778DFEE3,2ED2EE13-F24E-4B44-9DCF-4544A78D4DC0,590 University Crescent,590 University Crescent - Game Day,"Converge Community Church, University Crescent, Winnipeg, MB, Canada, Winnipeg",R3T 2N8,49.802747,-97.135216,FALSE,FALSE,FALSE,4.5,35,781,27
400FA7CA-9551-404F-B7A8-CE2FC8881F04,180C325A-8E2C-4473-9B74-A164D7D17267,603 Wellington Crescent,603 Wellington Crescent - Uncovered,"603 Wellington Crescent, Winnipeg, MB, Canada, Winnipeg",R3M 0A7,49.877602,-97.164073,FALSE,FALSE,FALSE,4.75,0,0,13
AF4B8459-A9E5-4C14-8E42-76AA56CD7530,57F6E319-D279-4C8D-B575-4794BF9D4743,633 Lodge Ave,633 Lodge Avenue - Uncovered,"633 Lodge Avenue, Winnipeg, MB, Canada, Winnipeg",R3J 0S9,49.880321,-97.273347,FALSE,FALSE,FALSE,4,75,312,5
F4139495-A90D-46E4-B916-04FA2DF8EBBA,7C5B3229-9EFA-4B9F-9182-53C110C62BE6,648 Sherbrook,648 Sherbrook - Uncovered,"649 Sherbrook Street, Winnipeg, MB, Canada, Winnipeg",R3B 2X2,49.898039,-97.15806,FALSE,FALSE,FALSE,0,0,0,3
FCAECB17-4189-40EF-BB82-A73A2450AB06,E0479F9B-FB42-4506-AB5D-734B4A045FC1,668 Corydon Ave. ,668 Corydon Ave. - Uncovered,"668 Corydon Avenue, Winnipeg, MB, Canada, Winnipeg",R3M 0X7,49.871553,-97.150222,FALSE,FALSE,FALSE,0.5,1,5,2
9AA2F4DB-7E7F-428D-A6E8-871CC597751C,5FC1929A-B582-44B9-9C01-1BB43B31446A,7 & 11 Evergreen Towers - Visitors Only ,7 & 11 Evergreen Place - Uncovered,"7 Evergreen Place, Evergreen Place, Winnipeg, MB, Canada, Winnipeg",R3L 2T3,49.8811,-97.149266,FALSE,TRUE,FALSE,5,148,1213,132
F9346D08-2A1D-4301-A2D4-FD106811C88A,031E1B74-BC10-4FA9-B091-9192B11544F1,767 Beverley St. ,767 Beverley Street - Uncovered,"767 Beverley Street, Winnipeg, MB, Canada, Winnipeg",R3E 2A7,49.901861,-97.164427,FALSE,FALSE,FALSE,0,0,0,2
E35EF99A-0F2E-4F5D-A1B1-CD452D9538B1,DF7F7888-0247-4F3E-A5BE-D4F133F03D72,785 Keewatin St.,785 Keewatin Street - Uncovered,"785 Keewatin Street, Winnipeg, MB, Canada, Winnipeg",R2X 3B9,49.936508,-97.193277,FALSE,FALSE,FALSE,0,0,0,2
725ECF14-420F-44C2-ABDC-D838A3AA4E50,3D9FCC8B-D93F-4F4A-A990-4CB1E6BF9F39,80 Balmoral St. ,80 Balmoral Street - Uncovered,"80 Balmoral St, Winnipeg, MB, Canada, Winnipeg",R3C 1X4,49.884088,-97.153299,FALSE,TRUE,FALSE,4,0,0,3
7C393A3B-4026-455F-A87D-4C8FD8EE32D3,E53BB96A-AF20-4CB7-9427-809F5A811FC6,80 Lombard ave.,80 Lombard Avenue - Motorcycle Parking,"80 Lombard Avenue, Winnipeg, MB, Canada, Winnipeg",R3B 0Y3,49.89513,-97.1337,FALSE,FALSE,FALSE,0,0,0,2
0B94909E-4821-4347-9511-F80148037F9F,80899AD9-940C-4B79-9C20-C5ABDC700405,826 Silverstone Avenue,826 Silverstone Avenue - Uncovered,"826 Silverstone Avenue, Winnipeg, MB, Canada, Winnipeg",R3T 2W6,49.796665,-97.14576,FALSE,FALSE,FALSE,0,0,0,12
8E0360A6-D468-490A-A92A-8CE71E25AEEE,35D6B216-0C3A-4A5F-A81D-1C7EE26CED22,828 Silverstone Avenue,828 Silverstone Avenue - Uncovered,"828 Silverstone Avenue, Winnipeg, MB, Canada, Winnipeg",R3T 2W6,49.796298,-97.145925,FALSE,FALSE,FALSE,0,2,93,12
86F84B21-5552-4252-88C2-2D42929F0821,052FCA73-A834-4C9C-8D68-BAF1EDB66996,839 Panet Road,839 Panet Road - Guest Parking,"839 Panet Road, Winnipeg, MB, Canada, Winnipeg",R2K 4C9,49.908228,-97.064822,FALSE,FALSE,FALSE,0,48,367,17
0EB83C34-AF50-4A99-B1A1-9D5894A35DD1,EFDADBD5-8856-4245-BB25-0112AC71708B,840 Waverley St. ,840 Waverley Street - Uncovered,"840 Waverley Street, Winnipeg, MB, Canada, Winnipeg",R3T 5Z7,49.848843,-97.177708,FALSE,FALSE,FALSE,0,0,0,2
03308B79-6F95-4EC2-81EC-7B3947217080,86268AFA-EEB0-4BBB-A20E-49F1DE4838B4,85 Hargrave,85 Hargrave - Uncovered,"85 Hargrave Street, Winnipeg, MB, Canada, Winnipeg",R3C 1N3,49.886788,-97.140847,FALSE,TRUE,FALSE,0,0,0,9
C3B9A8EB-0CD0-4C4F-AB6D-FE0FA8099EAD,E5B370AC-A8F5-41BD-B0CD-989FAD106B6A,85 Hargrave St. ,85 Hargrave St. - Lot Management,"85 Hargrave Street, Winnipeg, MB, Canada, Winnipeg",R3C 1N3,49.886788,-97.140847,FALSE,FALSE,FALSE,0,0,0,6
FB97A6FA-DBAC-4610-B8DE-36B943475A72,041E785E-14DC-4F17-A73D-BDB5802D5E1E,853 Bannatyne Ave.,853 Bannatyne Avenue - Standard Uncovered,"853 Bannatyne Avenue, Winnipeg, MB, Canada, Winnipeg",R3E 0W6,49.905968,-97.164212,FALSE,FALSE,FALSE,5,56,407,4
B39CC658-FE0D-4026-B3DB-704BDF6D8A9F,CB55158D-5C0E-4721-B139-38765CBD3067,859 Grosvenor Ave. ,859 Grosvenor Avenue - Lot Management,"859 Grosvenor Avenue, Winnipeg, MB, Canada, Winnipeg",R3M 0M4,49.871722,-97.160464,FALSE,FALSE,FALSE,0,0,0,21
169B45F0-6E4B-481B-BE76-04E5BB3F0266,D06B4AE0-8ED6-4835-BCCF-369746FB7039,875 Notre Dame Ave. ,875 Notre Dame Avenue - Standard Uncovered,"875 Notre Dame Avenue, Winnipeg, MB, Canada, Winnipeg",R3E 0M4,49.904048,-97.166786,FALSE,FALSE,FALSE,0.5,0,0,4
161DF671-381B-4C7A-888B-64C217B78346,E5550431-18E3-4827-BB63-BA32D08C6C1D,880 Alverstone St. ,880 Alverstone Street - Standard Uncovered,"880 Alverstone Street, Winnipeg, MB, Canada, Winnipeg",R3E 2H2,49.903545,-97.169708,FALSE,FALSE,FALSE,0,0,0,4
1B9564FB-9DF3-4071-8BDB-FD0BD783C7D1,9932C4AE-185C-4FAF-A85B-AF3DBF8440FF,94 Roslyn Rd,94 Roslyn Road - Monthly Parking,"94 Roslyn Road, Winnipeg, MB, Canada, Winnipeg",R3L 0G6,49.880122,-97.145895,FALSE,FALSE,FALSE,2.8,8,1402,5
1B9564FB-9DF3-4071-8BDB-FD0BD783C7D1,B167EC6F-9F0B-4F01-B7DD-E7A92B26BF48,94 Roslyn Rd,94 Roslyn Road - Standard Uncovered,"94 Roslyn Road, Winnipeg, MB, Canada, Winnipeg",R3L 0G6,49.880122,-97.145895,FALSE,FALSE,FALSE,2.8,3,256,4
211FD228-283E-46AA-A304-9225CC5CEE50,378D35CF-14E4-4A1E-9C6A-F910392548F6,Development 123,Development 123 - lot management ,"20 Appleton Trail, Brampton, ON, Canada, Brampton",L6W 4L8,43.673927,-79.722964,FALSE,FALSE,FALSE,0,0,0,10
211FD228-283E-46AA-A304-9225CC5CEE50,356719A5-E30E-47D8-9706-3D40E94706ED,Development 123,Development 123 - marketplace,"20 Appleton Trail, Brampton, ON, Canada, Brampton",L6W 4L8,43.673927,-79.722964,FALSE,FALSE,FALSE,0,0,0,10
FA100AB7-41BB-4178-868D-C71B786CFC4E,600F8524-72E3-427A-A18C-2476DF94026D,FAKE,fake,"365 Fundays Theme Park, Jacombs Road, Richmond, BC, Canada, Richmond",V6V 1Y6,49.187111,-123.079048,FALSE,FALSE,FALSE,0,0,0,21
4174AFF6-3C5E-4523-A0A5-7E22A0216D61,6756DAB5-E498-4D08-81CB-A467559D2BF9,Motorcycle Parking Only  - 149 Portage Ave E,149 Portage Avenue East - Motorcycle Parking,"149 Portage Avenue East, Winnipeg, MB, Canada, Winnipeg",,49.895144,-97.136186,FALSE,FALSE,FALSE,3.5,1,2,4
9A2F1414-32D2-4092-AB2E-E3EA526DACB2,AE100A33-D6B4-4AC7-9846-95DAAE1A2D08,Visitor Parking Only - 60 Osborne St. ,Visitor Parking - 60 Osborne St. ,"60 Osborne St N, Winnipeg, MB R3C 1V3, Canada, Winnipeg",R3C 1V3,49.884342,-97.149848,FALSE,FALSE,FALSE,0,0,0,27
